ID,Name,Part Number,Category,Short Description,Long Description,Weight,Handling Capacity,Regulations,Sump Capacity,PLength,PWidth,PHeight,"Dimension Type (Drum, Pool, etc)",Product Option 1(Item_ID),Product Option 2(Item_ID),Product Option 3(Item_ID)
1344-,Storm Sentinel Adjustable Catch Basin Insert™ Rectangular,1344-,Stormwater,Adjustable Catch Basin Insert,"The Storm Sentinel Drain Protection Inserts help companies comply with Stormwater Pollution Prevention Plans and Stormwater Best Management Practices by protecting your storm drains and catch basins. It is the sure way to catch oil and sediment headed into storm drains and sewers. Equipped with an oil-absorbent media in a screened bag, the Storm Sentinel guards against any potential discharge.

ENPAC’s enhanced design has increased the surface area for greater sediment retention while decreasing the depth of the unit in the catch basin.

 

1341 & 1344 fit any size rectangular catch basin’s from 16”x20” to 28”x36”. XL version fits rectangular catch basin’s up to 42”x42”.
1340 & 1343 fit any size round catch basin’s from 27” to 29” in diameter. Custom sizes available.
Up to 500 GPM overflow rate helps avoid ponding.
Requires no special tools to install.
Helps comply with NPDES, 40 CFR 122.26 when used as Best Management Practice in Storm Water Pollution Prevention Plans.
TO INSTALL: Remove grate and adjust wire frame to fit in recess. Place insert into recess and frame into corners. Replace metal grate.

TO REMOVE: Lift the grate, grab the handle and pull out the insert. No part of the insert extends above the surface.",4/2,,"EPA, SPCC, NPDES",,,,,Adjustables,1340-TD,1340-,1343-
1344-XL,Storm Sentinel Adjustable Catch Basin Insert™ X-Large Rectangular,1344-XL,Stormwater,Adjustable Catch Basin Insert,"The Storm Sentinel Drain Protection Inserts help companies comply with Stormwater Pollution Prevention Plans and Stormwater Best Management Practices by protecting your storm drains and catch basins. It is the sure way to catch oil and sediment headed into storm drains and sewers. Equipped with an oil-absorbent media in a screened bag, the Storm Sentinel guards against any potential discharge.

ENPAC’s enhanced design has increased the surface area for greater sediment retention while decreasing the depth of the unit in the catch basin.

 

1341 & 1344 fit any size rectangular catch basin’s from 16”x20” to 28”x36”. XL version fits rectangular catch basin’s up to 42”x42”.
1340 & 1343 fit any size round catch basin’s from 27” to 29” in diameter. Custom sizes available.
Up to 500 GPM overflow rate helps avoid ponding.
Requires no special tools to install.
Helps comply with NPDES, 40 CFR 122.26 when used as Best Management Practice in Storm Water Pollution Prevention Plans.
TO INSTALL: Remove grate and adjust wire frame to fit in recess. Place insert into recess and frame into corners. Replace metal grate.

TO REMOVE: Lift the grate, grab the handle and pull out the insert. No part of the insert extends above the surface.",4/2,,"EPA, SPCC, NPDES",,,,,Adjustables,1341-TD,1341-,1344-
1345-,Drain Dam,1345-,Stormwater,Drain Dam,Redirect water into catch basin while absorbing some hydrocarbons.,6/2.7,,,,,,,Adjustables,1346-TD,1341-TD,1340-TD
1346-,Adjustable Catch Basin Insert™,1346-,Stormwater,Adjustable Catch Basin Insert™,"Curb Inlet Insert was designed and engineered to perform to the same demanding test requirements as our award winning Catch Basin Inserts. You can now have the same high quality inserts for Curb Inlet situations. Adjustable to fit curb inlet openings from 24” to 30” wide.

Insert won’t fall into the basin, even when fully loaded. Dispose of the used insert according to company policy and all applicable laws and regulations.

Many are needed for competitive units, the Storm Sentinel makes installation and removal a one person job!

 

GREAT FOR USE IN:
•Industrial facilities
• Construction sites
• Parking lots
• Drive-up retail facilities STORM SENTINELTM",2/.9,,"EPA, SPCC, NPDES",,,,,Adjustables,1340-TD,1341-TD,1341-TD-XL
1346-OH,Adjustable Catch Basin Insert™,1346-OH,Stormwater,Adjustable Catch Basin Insert™,"Curb Inlet Insert was designed and engineered to perform to the same demanding test requirements as our award winning Catch Basin Inserts. You can now have the same high quality inserts for Curb Inlet situations. Adjustable to fit curb inlet openings from 24” to 30” wide.

Insert won’t fall into the basin, even when fully loaded. Dispose of the used insert according to company policy and all applicable laws and regulations.

Many are needed for competitive units, the Storm Sentinel makes installation and removal a one person job!

 

GREAT FOR USE IN:
•Industrial facilities
• Construction sites
• Parking lots
• Drive-up retail facilities STORM SENTINELTM",3/1.4,,"EPA, SPCC, NPDES",,,,,Adjustables,1340-TD,1341-TD,1341-TD-XL
1346-TD,Adjustable Catch Basin Insert™,1346-TD,Stormwater,Adjustable Catch Basin Insert™,"Curb Inlet Insert was designed and engineered to perform to the same demanding test requirements as our award winning Catch Basin Inserts. You can now have the same high quality inserts for Curb Inlet situations. Adjustable to fit curb inlet openings from 24” to 30” wide.

Insert won’t fall into the basin, even when fully loaded. Dispose of the used insert according to company policy and all applicable laws and regulations.

Many are needed for competitive units, the Storm Sentinel makes installation and removal a one person job!

 

GREAT FOR USE IN:
•Industrial facilities
• Construction sites
• Parking lots
• Drive-up retail facilities STORM SENTINELTM",2/.9,,"EPA, SPCC, NPDES",,,,,Adjustables,1340-TD,1341-TD,1341-TD-XL
1347-RF,Replacement/ Refill Kits,1347-RF,Spill Kits,Large Tote,"No need to buy the same spill kits over and over again. If the original container is still good (Salvage Drum, Bag, etc.) buy an ENPAC®Refill Kit to put in your container. Most ENPAC®Spill Kits have Refill Kits available. Call for more details.",,,"EPA, SPCC, NPDES",,,,,Standard,1347-YE,13-LRK,6000-YE
1347-YE,Large Tote™ Spill Kit,1347-YE,Spill Kits,Large Tote™ Spill Kit Universal,"With wheels and handles, these new Tote Spill Kits are compact, portable and durable. The Large Tote Spill Kit stands up to the most extreme conditions, also absorbing up to 95 gallons of any spilled substance. The handles and wheels make these kits easy to use in any work area.

Absorbs up to 95 gallons/360 liters

Each Kit Contains:
1 - 1505 Lg. Tote Combo
      w/4” Wheel Set*
150 - Pads
10 - Large Socks
30 - Small Socks
1 - 25# Bag of Stardust 
1 - Pack Wipers 
15 - Disposal Bags and Ties
1 - Emergency Response Guide
2 pair Nitrile Gloves
2 pair Goggles
1 - Instruction Sheet
1 - MSDS(s)
* Wheel Set bagged and packed in the tote on top of the kit - including installation instructions",,500/227,"EPA, SPCC, NPDES",95/359.6,,,,Standard,1347-RF,13-LRK,FD324-0901-00EP
1348-RF,Replacement/ Refill Kits,1348-RF,Spill Kits,Large Tote,"No need to buy the same spill kits over and over again. If the original container is still good (Salvage Drum, Bag, etc.) buy an ENPAC®Refill Kit to put in your container. Most ENPAC®Spill Kits have Refill Kits available. Call for more details.",,,"EPA, SPCC, NPDES",,,,,Standard,1348-YE,13-LRK,5205-YE
1348-YE,Large Tote™ Spill Kit,1348-YE,Spill Kits,Large Tote™ Spill Kit Aggressive,"With wheels and handles, these new Tote Spill Kits are compact, portable and durable. The Large Tote Spill Kit stands up to the most extreme conditions, also absorbing up to 95 gallons of any spilled substance. The handles and wheels make these kits easy to use in any work area.

Absorbs up to 95 gallons/360 liters

Each Kit Contains:
1 - 1505 Lg. Tote Combo
      w/4” Wheel Set*
150 - Pads
10 - Large Socks
30 - Small Socks
1 - 25# Bag of Stardust 
1 - Pack Wipers 
15 - Disposal Bags and Ties
1 - Emergency Response Guide
2 pair Nitrile Gloves
2 pair Goggles
1 - Instruction Sheet
1 - MSDS(s)
* Wheel Set bagged and packed in the tote on top of the kit - including installation instructions",,500/227,"EPA, SPCC, NPDES",95/359.6,,,,Standard,1348-RF,13-LRK,FD324-0901-00EP
1349-RF,Replacement/ Refill Kits,1349-RF,Spill Kits,Large Tote,"No need to buy the same spill kits over and over again. If the original container is still good (Salvage Drum, Bag, etc.) buy an ENPAC®Refill Kit to put in your container. Most ENPAC®Spill Kits have Refill Kits available. Call for more details.",,,"EPA, SPCC, NPDES",,,,,Standard,1349-YE,13-LRK,1299-YE
1349-YE,Large Tote™ Spill Kit,1349-YE,Spill Kits,Large Tote™ Spill Kit Oil Only,"With wheels and handles, these new Tote Spill Kits are compact, portable and durable. The Large Tote Spill Kit stands up to the most extreme conditions, also absorbing up to 95 gallons of any spilled substance. The handles and wheels make these kits easy to use in any work area.

Absorbs up to 95 gallons/360 liters

Each Kit Contains:
1 - 1505 Lg. Tote Combo
      w/4” Wheel Set*
150 - Pads
10 - Large Socks
30 - Small Socks
1 - 25# Bag of Stardust 
1 - Pack Wipers 
15 - Disposal Bags and Ties
1 - Emergency Response Guide
2 pair Nitrile Gloves
2 pair Goggles
1 - Instruction Sheet
1 - MSDS(s)
* Wheel Set bagged and packed in the tote on top of the kit - including installation instructions",,500/227,"EPA, SPCC, NPDES",95/359.6,,,,Standard,1349-RF,13-LRK,FD324-0901-00EP
1350-RF,Replacement/ Refill Kits,1350-RF,Spill Kits,50 Gal Replacement Kit (Wheeled),"No need to buy the same spill kits over and over again. If the original container is still good (Salvage Drum, Bag, etc.) buy an ENPAC®Refill Kit to put in your container. Most ENPAC®Spill Kits have Refill Kits available. Call for more details.",,,"EPA, SPCC, NPDES",,,,,Standard,1350-YE,13-LRK,6000-YE
1350-YE,50 Gallon Wheeled Spill Kit,1350-YE,Spill Kits,50 Gallon Wheeled Spill Kit Universal,"Did you know that the typical workplace lost time accident costs the employer an average of $30,000 per incident? ENPAC’s complete line of portable containment solves your need for immediate, reliable and portable spill containment to avoid those losses. But you can never anticipate spills. For that reason, you need a Spill Kit ready and mobile for the clean-up job ahead. 
This first and only one-piece Wheeled Overpack Spill Kit is available in : Oil Only, Universal and Aggressive Liquids. It also contains our 50-gal UN rated salvage drum (UN/1H2/X125/s), holding various products to absorb up to 31 gallons of spilled substances!


Absorbs up to 31 gallons/117 liters
Spill Kit includes:
50 Gal. Wheeled Salvage Drum,
40 Pads,
5 - Large Socks, 10 - Small Socks,
1 pack Wipers,
3# STARDUST,
4 Disposal Bags and Ties,
2 pr Nitrile Gloves,
2 pr Goggles,
Emergency Response Guide,
Instruction Sheet and MSDS(s).",,275/125,"EPA, SPCC, NPDES",,,,,Standard,FD324-0901-00EP,13-LRK,5002-BK
1351-RF,Replacement/ Refill Kits,1351-RF,Spill Kits,50 Gal Replacement Kit (Wheeled),"No need to buy the same spill kits over and over again. If the original container is still good (Salvage Drum, Bag, etc.) buy an ENPAC®Refill Kit to put in your container. Most ENPAC®Spill Kits have Refill Kits available. Call for more details.",,,"EPA, SPCC, NPDES",,,,,Standard,1351-YE,13-LRK,5205-YE
1351-YE,50 Gallon Wheeled Spill Kit,1351-YE,Spill Kits,50 Gallon Wheeled Spill Kit Aggressive,"Did you know that the typical workplace lost time accident costs the employer an average of $30,000 per incident? ENPAC’s complete line of portable containment solves your need for immediate, reliable and portable spill containment to avoid those losses. But you can never anticipate spills. For that reason, you need a Spill Kit ready and mobile for the clean-up job ahead. 
This first and only one-piece Wheeled Overpack Spill Kit is available in : Oil Only, Universal and Aggressive Liquids. It also contains our 50-gal UN rated salvage drum (UN/1H2/X125/s), holding various products to absorb up to 31 gallons of spilled substances!


Absorbs up to 31 gallons/117 liters
Spill Kit includes:
50 Gal. Wheeled Salvage Drum,
40 Pads,
5 - Large Socks, 10 - Small Socks,
1 pack Wipers,
3# STARDUST,
4 Disposal Bags and Ties,
2 pr Nitrile Gloves,
2 pr Goggles,
Emergency Response Guide,
Instruction Sheet and MSDS(s).",,275/125,"EPA, SPCC, NPDES",,,,,Standard,FD324-0901-00EP,13-LRK,5004-BK
1352-RF,Replacement/ Refill Kits,1352-RF,Spill Kits,50 Gal Replacement Kit (Wheeled),"No need to buy the same spill kits over and over again. If the original container is still good (Salvage Drum, Bag, etc.) buy an ENPAC®Refill Kit to put in your container. Most ENPAC®Spill Kits have Refill Kits available. Call for more details.",,,"EPA, SPCC, NPDES",,,,,Standard,1352-YE,13-LRK,1299-YE
1352-YE,50 Gallon Wheeled Spill Kit,1352-YE,Spill Kits,50 Gallon Wheeled Spill Kit Oil Only,"Did you know that the typical workplace lost time accident costs the employer an average of $30,000 per incident? ENPAC’s complete line of portable containment solves your need for immediate, reliable and portable spill containment to avoid those losses. But you can never anticipate spills. For that reason, you need a Spill Kit ready and mobile for the clean-up job ahead. 
This first and only one-piece Wheeled Overpack Spill Kit is available in : Oil Only, Universal and Aggressive Liquids. It also contains our 50-gal UN rated salvage drum (UN/1H2/X125/s), holding various products to absorb up to 31 gallons of spilled substances!


Absorbs up to 31 gallons/117 liters
Spill Kit includes:
50 Gal. Wheeled Salvage Drum,
40 Pads,
5 - Large Socks, 10 - Small Socks,
1 pack Wipers,
3# STARDUST,
4 Disposal Bags and Ties,
2 pr Nitrile Gloves,
2 pr Goggles,
Emergency Response Guide,
Instruction Sheet and MSDS(s).",,275/125,"EPA, SPCC, NPDES",,,,,Standard,FD324-0901-00EP,13-LRK,3200-BK
13-5PKO,Econo Saftey Pail Spill Kit™,13-5PKO,Spill Kits,Econo Saftey Pail Spill Kit™ Oil Only,"Looking for portability and value? You found it. The perfect spill kit for many applications.

Kit includes: 10 Pads, 4 Socks, 1 Quart
ENSORBTM, 1 Disposal Bag & Zip Tie, 1 Pr.
Nitrile Gloves & Goggles, 1 Emergency
Response Guide & Instruction Sheet",,,"EPA, SPCC, NPDES",,,,,Standard,13-TWSK-U,13-KTSSO,13-5PKU
13-5PKU,Econo Saftey Pail Spill Kit™,13-5PKU,Spill Kits,Econo Saftey Pail Spill Kit™ Universal,"Looking for portability and value? You found it. The perfect spill kit for many applications.

Kit includes: 10 Pads, 4 Socks, 1 Quart
ENSORBTM, 1 Disposal Bag & Zip Tie, 1 Pr.
Nitrile Gloves & Goggles, 1 Emergency
Response Guide & Instruction Sheet",,,"EPA, SPCC, NPDES",,,,,Standard,13-TWSK-O,13-KTSSU,13-5PKO
1360-RF,Replacement/ Refill Kits,1360-RF,Spill Kits,65 Gal Replacement Kit,"No need to buy the same spill kits over and over again. If the original container is still good (Salvage Drum, Bag, etc.) buy an ENPAC®Refill Kit to put in your container. Most ENPAC®Spill Kits have Refill Kits available. Call for more details.",,,"EPA, SPCC, NPDES",,,,,Standard,1360-YE,13-LRK,5116-YE
1360-YE,65 Gallon Spill Kit,1360-YE,Spill Kits,65 Gallon Spill Kit Universal,"All of ENPAC’s traditional products come together to make great Spill Kits!

Did you know that the average hazmat spill can cost $30,000 in clean-up and other expenses per incident? These highly visible containers keep spill response products readily available so you can avoid that oh-so costly problem. Various sizes are available for different types of applications.
Absorbs up to 41 gallons/155 liters

Spill Kit includes:
65 Gal. Salvage Drum,
50 Pads,
8 - Large Socks, 12 - Small Socks,
1 package Wipers,
3# of STARDUST,
4 Disposal Bags with Ties,
2 pr Nitrile Gloves,
2 pr Goggles,
Emergency Response Guide,
Instruction Sheet and MSDS(s).",,440/200,"EPA, SPCC, NPDES",,,,,Standard,1360-RF,13-LRK,5116-YE
